,0,1,2,3,4
0,0.0,0.0,2.0,139.0,0.0
0,0.0,0.0,0.0,927.0,0.0
0,0.0,0.0,0.0,137.0,0.0
0,0.0,0.0,0.0,1490.0,0.0
0,0.0,0.0,0.0,594.0,0.0
0,0.0,0.0,0.0,461.0,0.0
0,0.0,0.0,0.0,3861.0,0.0
0,0.0,0.0,0.0,1272.0,0.0
0,0.0,0.0,0.0,5247.0,0.0
0,0.0,0.0,0.0,3373.0,0.0
0,0.0,0.0,0.0,409.0,0.0
0,0.0,0.0,0.0,338.0,0.0
0,0.0,0.0,0.0,3373.0,0.0
0,0.0,0.0,0.0,432.0,0.0
0,41304.0,1.0,0.0,760.0,1.0
0,0.0,0.0,1.0,99.0,0.0
0,0.0,0.0,0.0,338.0,0.0
0,4740.882352941177,17.0,19.0,13290.0,1.0
0,0.0,0.0,0.0,557.0,0.0
0,10.5,2.0,2.0,35.0,1.0
0,0.0,0.0,0.0,1780.0,0.0
0,0.0,0.0,0.0,73.0,0.0
0,0.0,0.0,0.0,786.0,0.0
0,0.0,0.0,0.0,10672.0,0.0
0,0.0,0.0,0.0,1696.0,0.0
0,0.0,0.0,0.0,1165.0,0.0
0,662.125,8.0,10.0,1994.0,1.0
0,0.0,0.0,0.0,455.0,0.0
0,0.0,0.0,0.0,276.0,0.0
0,0.0,0.0,0.0,1170.0,0.0
0,0.0,0.0,0.0,71.0,0.0
